experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	rightResponseFirst	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips	file	SOA	letterdurDesired	letterDurFrames	letterdur	side	answer	correct	targetSP	response	SPE
main	1	0	33	MBL	T1	0	False	False	False	m	v	s	r	f	g	j	z	o	y	l	k	q	t	i	x	p	e	11	13	12	6	5	9	1	4	14	16	8	15	10	17	7	3	2	0	m	v	s	r	f	g	j	z	o	y	l	k	q	t	i	x	p	e	14	16	11	4	3	5	17	13	10	6	7	12	2	8	15	1	0	9	1	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	T	0	7	I	-7
main	1	0	34	MBL	T1	0	False	False	False	p	v	f	l	c	k	y	m	j	n	q	u	s	w	h	b	t	g	14	11	17	16	7	0	8	13	10	3	1	12	4	6	9	2	15	5	p	v	f	l	c	k	y	m	j	n	q	u	s	w	h	b	t	g	1	8	7	11	3	15	0	13	14	2	4	17	5	12	16	10	6	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	P	1	5	P	0
main	1	0	34	MBL	T1	0	False	False	False	p	v	f	l	c	k	y	m	j	n	q	u	s	w	h	b	t	g	14	11	17	16	7	0	8	13	10	3	1	12	4	6	9	2	15	5	p	v	f	l	c	k	y	m	j	n	q	u	s	w	h	b	t	g	1	8	7	11	3	15	0	13	14	2	4	17	5	12	16	10	6	9	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	B	0	5	V	-5
main	1	0	35	MBL	T1	0	False	False	False	x	t	d	l	o	v	r	e	j	q	c	p	f	a	m	w	y	z	1	10	2	16	11	17	13	5	4	9	7	6	12	14	8	15	3	0	x	t	d	l	o	v	r	e	j	q	c	p	f	a	m	w	y	z	12	5	17	8	0	2	15	9	7	16	13	10	3	4	11	1	6	14	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	E	1	10	E	0
main	1	0	35	MBL	T1	0	False	False	False	x	t	d	l	o	v	r	e	j	q	c	p	f	a	m	w	y	z	1	10	2	16	11	17	13	5	4	9	7	6	12	14	8	15	3	0	x	t	d	l	o	v	r	e	j	q	c	p	f	a	m	w	y	z	12	5	17	8	0	2	15	9	7	16	13	10	3	4	11	1	6	14	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	A	0	10	V	-9
main	1	0	36	MBL	T1	0	False	False	True	n	o	i	r	v	u	y	j	k	s	p	m	a	l	d	w	t	b	5	3	1	13	2	14	17	7	12	8	10	0	16	6	4	15	11	9	n	o	i	r	v	u	y	j	k	s	p	m	a	l	d	w	t	b	16	6	0	9	10	4	2	14	1	17	3	13	12	15	8	5	7	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	A	1	8	A	0
main	1	0	36	MBL	T1	0	False	False	True	n	o	i	r	v	u	y	j	k	s	p	m	a	l	d	w	t	b	5	3	1	13	2	14	17	7	12	8	10	0	16	6	4	15	11	9	n	o	i	r	v	u	y	j	k	s	p	m	a	l	d	w	t	b	16	6	0	9	10	4	2	14	1	17	3	13	12	15	8	5	7	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	O	0	8	U	7
main	1	0	37	MBL	T1	0	False	False	True	f	r	a	w	y	i	t	e	v	k	m	u	q	p	x	o	z	g	11	15	6	0	14	1	4	12	2	7	9	13	8	5	3	16	10	17	f	r	a	w	y	i	t	e	v	k	m	u	q	p	x	o	z	g	7	5	9	1	16	6	15	10	14	17	12	2	0	11	4	3	13	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	V	1	12	V	0
main	1	0	37	MBL	T1	0	False	False	True	f	r	a	w	y	i	t	e	v	k	m	u	q	p	x	o	z	g	11	15	6	0	14	1	4	12	2	7	9	13	8	5	3	16	10	17	f	r	a	w	y	i	t	e	v	k	m	u	q	p	x	o	z	g	7	5	9	1	16	6	15	10	14	17	12	2	0	11	4	3	13	8	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	F	0	12	I	-11
main	1	0	38	MBL	T1	0	False	False	False	g	r	d	n	x	q	i	j	t	y	p	u	z	v	a	k	m	l	11	1	10	14	2	0	12	7	17	4	13	16	5	15	6	8	3	9	g	r	d	n	x	q	i	j	t	y	p	u	z	v	a	k	m	l	0	9	6	17	10	8	15	4	2	5	13	16	11	12	1	3	14	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	Q	1	12	Q	0
main	1	0	38	MBL	T1	0	False	False	False	g	r	d	n	x	q	i	j	t	y	p	u	z	v	a	k	m	l	11	1	10	14	2	0	12	7	17	4	13	16	5	15	6	8	3	9	g	r	d	n	x	q	i	j	t	y	p	u	z	v	a	k	m	l	0	9	6	17	10	8	15	4	2	5	13	16	11	12	1	3	14	7	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	U	0	12	H	10
main	1	0	39	MBL	T1	0	False	False	True	a	p	q	c	i	z	x	t	o	k	l	n	v	w	j	s	f	d	3	9	16	13	17	6	1	8	4	11	14	15	2	10	5	12	7	0	a	p	q	c	i	z	x	t	o	k	l	n	v	w	j	s	f	d	8	1	7	15	13	5	4	17	11	9	12	16	14	0	2	10	3	6	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	P	1	6	P	0
main	1	0	39	MBL	T1	0	False	False	True	a	p	q	c	i	z	x	t	o	k	l	n	v	w	j	s	f	d	3	9	16	13	17	6	1	8	4	11	14	15	2	10	5	12	7	0	a	p	q	c	i	z	x	t	o	k	l	n	v	w	j	s	f	d	8	1	7	15	13	5	4	17	11	9	12	16	14	0	2	10	3	6	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	I	0	6	L	9
main	1	0	40	MBL	T1	0	False	False	True	t	m	z	e	i	k	b	n	r	j	x	y	c	s	q	p	v	u	17	11	10	6	8	2	16	14	9	4	0	12	7	1	3	5	13	15	t	m	z	e	i	k	b	n	r	j	x	y	c	s	q	p	v	u	7	13	9	5	3	15	16	10	6	4	2	1	0	12	17	14	8	11	2	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	T	1	10	T	0
main	1	0	40	MBL	T1	0	False	False	True	t	m	z	e	i	k	b	n	r	j	x	y	c	s	q	p	v	u	17	11	10	6	8	2	16	14	9	4	0	12	7	1	3	5	13	15	t	m	z	e	i	k	b	n	r	j	x	y	c	s	q	p	v	u	7	13	9	5	3	15	16	10	6	4	2	1	0	12	17	14	8	11	2	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Z	1	10	Z	0
main	1	0	41	MBL	T1	0	False	False	False	i	k	m	d	v	n	a	j	p	o	x	h	e	l	u	c	w	b	17	12	14	13	8	1	9	7	3	16	10	5	6	0	4	15	11	2	i	k	m	d	v	n	a	j	p	o	x	h	e	l	u	c	w	b	3	5	10	15	12	9	0	13	4	8	16	7	6	17	1	14	11	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	N	1	11	N	0
main	1	0	41	MBL	T1	0	False	False	False	i	k	m	d	v	n	a	j	p	o	x	h	e	l	u	c	w	b	17	12	14	13	8	1	9	7	3	16	10	5	6	0	4	15	11	2	i	k	m	d	v	n	a	j	p	o	x	h	e	l	u	c	w	b	3	5	10	15	12	9	0	13	4	8	16	7	6	17	1	14	11	2	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	J	0	11	I	-5
main	1	0	42	MBL	T1	0	False	False	True	d	m	q	t	l	i	h	u	s	j	w	v	x	p	y	n	o	r	12	4	15	3	17	7	0	13	1	11	6	16	2	5	10	8	14	9	d	m	q	t	l	i	h	u	s	j	w	v	x	p	y	n	o	r	0	15	2	8	13	17	16	6	3	4	5	14	9	12	1	7	10	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	left	O	1	11	O	0
main	1	0	42	MBL	T1	0	False	False	True	d	m	q	t	l	i	h	u	s	j	w	v	x	p	y	n	o	r	12	4	15	3	17	7	0	13	1	11	6	16	2	5	10	8	14	9	d	m	q	t	l	i	h	u	s	j	w	v	x	p	y	n	o	r	0	15	2	8	13	17	16	6	3	4	5	14	9	12	1	7	10	11	0	MBL_14May2019_12-14.txt	350	280	16	266.6666666666667	right	Y	1	11	Y	0
